,Scientific name,Common name,Order,Family,Trophic level,Num. w plastic,Total num. sampled,FO of plastic,Mean num particles per indv,Habitat,Average depth found,Primary foraging behavior,Commercial status,Aquaculture status,Recreational status,IUCN status,Vulnerability score,Oceanographic province,Year of collection,Publication year,Reference,Quantified microplastic,Method type,Marine/estuarine,Equipment used,Capture purpose,Polymer confirmation,Blanks used,Clean lab procedures used,parsed_date,Risk_0_3,Risk_0_5,Risk_0_10,Risk_0pt5_5,Risk_0pt5_10,Risk_1_5,Risk_1_10,Risk_3_10,Risk_5_10
484,Sardinops sagax,South American pilchard,Clupeiformes,Clupeidae,2.8,0.0,7.0,0.0,0.0,pelagic-neritic,100.0,Particulate feeder,highly commercial,N,N,LC,34.0,HUMB,2016,2018,Ory et al. 2018,Y,2,marine,"gillnet, fish market","artisanal fishing, fish market",FTIR,not described,yes,"(Timestamp('2016-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
485,Scomber japonicus,Chub mackerel,Perciformes,Scombridae,3.4,1.0,30.0,0.033333333,0.033333333,pelagic-neritic,150.0,Particulate feeder,highly commercial,Y,Y,LC,34.0,HUMB,2016,2018,Ory et al. 2018,Y,2,marine,"gillnet, fish market","artisanal fishing, fish market",FTIR,not described,yes,"(Timestamp('2016-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",1,1,1,0,0,0,0,0,0
486,Strangomera bentincki,Araucanian herring,Clupeiformes,Clupeidae,2.7,0.0,10.0,0.0,0.0,pelagic-neritic,35.0,Filter-feeder: facultative,highly commercial,N,N,LC,26.0,HUMB,2016,2018,Ory et al. 2018,Y,2,marine,"gillnet, fish market","artisanal fishing, fish market",FTIR,not described,yes,"(Timestamp('2016-01-01 00:00:00'), Timestamp('2016-12-31 00:00:00'))",0,0,0,0,0,0,0,0,0
487,Anisotremus surinamensis,Black margate,Perciformes,Haemulidae,3.6,0.0,1.0,0.0,0.0,reef-associated,7.5,Benthic foraging,commercial,N,N,DD,56.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
488,Anisotremus virginicus,Porkfish,Perciformes,Haemulidae,3.6,0.0,1.0,0.0,0.0,reef-associated,11.0,Benthic foraging,minor commercial,N,Y,LC,37.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
489,Bagre bagre,Coco sea catfish,Siluriformes,Ariidae,4.0,5.0,7.0,0.714285714,9.142857,demersal,25.0,Benthic foraging,commercial,N,N,LC,53.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",2,2,1,2,1,2,1,1,1
490,Bagre marinus,Gafftopsail sea catfish,Siluriformes,Ariidae,3.5,4.0,4.0,1.0,7.8,demersal,25.0,Benthic foraging,commercial,N,Y,LC,56.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",2,2,1,2,1,2,1,1,1
491,Bairdiella ronchus,Ground croaker,Perciformes,Sciaenidae,3.5,0.0,4.0,0.0,0.0,demersal,28.0,Benthic foraging,commercial,N,N,LC,27.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
492,Batrachoides surinamensis,Pacuma toadfish,Batrachoidiformes,Batrachoididae,3.7,0.0,1.0,0.0,0.0,demersal,18.5,Particulate feeder,commercial,N,N,LC,60.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
493,Caranx crysos,Blue runner,Perciformes,Carangidae,4.1,0.0,3.0,0.0,0.0,reef-associated,50.0,Particulate feeder,minor commercial,N,Y,LC,34.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
494,Caranx hippos,Crevalle jack,Perciformes,Carangidae,3.6,3.0,3.0,1.0,30.7,reef-associated,175.5,Benthic foraging,commercial,N,Y,LC,41.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",2,2,2,2,2,2,2,2,2
495,Chaetodipterus faber,Atlantic spadefish,Perciformes,Ephippidae,4.5,0.0,5.0,0.0,0.0,reef-associated,12.5,Particulate feeder,minor commercial,Y,Y,LC,49.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
496,Colomesus psittacus,Banded puffer,Tetraodontiformes,Tetraodontidae,3.6,0.0,2.0,0.0,0.0,demersal,20.5,Benthic foraging,none,N,N,LC,25.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
497,Conodon nobilis,Barred grunt,Perciformes,Haemulidae,3.6,0.0,8.0,0.0,0.0,demersal,50.5,Particulate feeder,commercial,N,N,LC,27.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
498,Ctenosciaena gracilicirrhus,Barbel drum,Perciformes,Sciaenidae,3.9,0.0,11.0,0.0,0.0,demersal,45.0,Benthic foraging,minor commercial,N,N,LC,32.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
499,Cynoponticus savanna,Guayana pike-conger,Anguilliformes,Muraenesocidae,3.5,0.0,1.0,0.0,0.0,demersal,50.0,Benthic foraging,minor commercial,N,N,LC,68.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
500,Cynoscion jamaicensis,Jamaica weakfish,Perciformes,Sciaenidae,3.8,0.0,3.0,0.0,0.0,demersal,36.5,Active predation,commercial,N,Y,LC,32.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
501,Cynoscion leiarchus,Smooth weakfish,Perciformes,Sciaenidae,3.1,1.0,2.0,0.5,0.5,demersal,30.0,Particulate feeder,commercial,N,Y,LC,37.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",1,1,1,0,0,0,0,0,0
502,Cynoscion microlepidotus,Smallscale weakfish,Perciformes,Sciaenidae,4.0,3.0,16.0,0.1875,0.24375,demersal,15.0,,commercial,N,N,LC,56.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",1,1,1,0,0,0,0,0,0
503,Cynoscion virescens,Green weakfish,Perciformes,Sciaenidae,4.0,1.0,7.0,0.142857143,0.42857,demersal,38.0,Active predation,commercial,N,Y,LC,59.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",1,1,1,0,0,0,0,0,0
504,Epinephelus itajara,Atlantic goliath grouper,Perciformes,Serranidae,4.1,0.0,2.0,0.0,0.0,reef-associated,50.0,Active predation,minor commercial,N,Y,VU,70.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
505,Genyatremus luteus,Torroto grunt,Perciformes,Haemulidae,3.5,0.0,8.0,0.0,0.0,demersal,20.0,Benthic foraging,minor commercial,N,N,LC,35.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
506,Gymnothorax ocellatus,Ocellated moray,Anguilliformes,Muraenidae,4.1,0.0,1.0,0.0,0.0,reef-associated,80.5,Benthic foraging,minor commercial,N,N,LC,58.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
507,Haemulon plumierii,White grunt,Perciformes,Haemulidae,3.8,0.0,13.0,0.0,0.0,reef-associated,21.5,Benthic foraging,minor commercial,N,Y,LC,62.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
508,Haemulon steindachneri,Chere-chere grunt,Perciformes,Haemulidae,3.7,0.0,5.0,0.0,0.0,reef-associated,25.0,Benthic foraging,minor commercial,N,N,,34.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
509,Lutjanus analis,Mutton snapper,Perciformes,Lutjanidae,3.9,1.0,3.0,0.333333,0.333333,reef-associated,60.0,Benthic foraging,highly commercial,N,Y,NT,55.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",1,1,1,0,0,0,0,0,0
510,Lutjanus synagris,Lane snapper,Perciformes,Lutjanidae,3.8,1.0,2.0,0.5,0.5,reef-associated,45.5,Benthic foraging,commercial,N,Y,NT,37.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",1,1,1,0,0,0,0,0,0
511,Macrodon ancylodon,King weakfish,Perciformes,Sciaenidae,3.9,1.0,13.0,0.076923077,0.153846,demersal,30.0,Particulate feeder,minor commercial,N,N,LC,36.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",1,1,1,0,0,0,0,0,0
512,Menticirrhus americanus,Southern kingcroaker,Perciformes,Sciaenidae,3.5,0.0,1.0,0.0,0.0,demersal,20.0,Benthic foraging,commercial,N,Y,LC,38.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
513,Micropogonias furnieri,Whitemouth croaker,Perciformes,Sciaenidae,3.1,0.0,6.0,0.0,0.0,demersal,30.0,Benthic foraging,highly commercial,N,N,LC,31.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
514,Mustelus canis,Dusky smooth-hound,Carcharhiniformes,Triakidae,3.6,0.0,1.0,0.0,0.0,demersal,400.0,Active predation,commercial,N,Y,NT,87.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
515,Mustelus higmani,Smalleye smooth-hound,Carcharhiniformes,Triakidae,3.6,0.0,2.0,0.0,0.0,demersal,450.5,Active predation,commercial,N,N,LC,47.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
516,Narcine brasiliensis,Brazilian electric ray,Torpediniformes,Narcinidae,3.2,1.0,6.0,0.166666667,0.5,reef-associated,22.0,Benthic foraging,subsistence,N,N,DD,35.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",1,1,1,0,0,0,0,0,0
517,Notarius grandicassis,Thomas sea catfish,Siluriformes,Ariidae,4.0,0.0,4.0,0.0,0.0,demersal,10.5,,minor commercial,N,N,LC,54.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
518,Ophichthus cylindroideus,Dusky snake eel,Anguilliformes,Ophichthidae,4.0,1.0,2.0,0.5,1.0,demersal,35.0,,none,N,N,LC,43.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",1,1,1,1,1,0,0,0,0
519,Ophichthus ophis,Spotted snake eel,Anguilliformes,Ophichthidae,4.5,0.0,1.0,0.0,0.0,demersal,25.0,Active predation,subsistence,N,N,LC,75.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
520,Orthopristis ruber,Corocoro grunt,Perciformes,Haemulidae,3.6,0.0,2.0,0.0,0.0,demersal,35.5,Benthic foraging,commercial,N,N,LC,33.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
521,Paralonchurus brasiliensis,Banded croaker,Perciformes,Sciaenidae,3.4,0.0,6.0,0.0,0.0,demersal,25.0,Benthic foraging,minor commercial,N,N,LC,25.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
522,Peprilus paru,American harvestfish,Perciformes,Stromateidae,4.5,0.0,2.0,0.0,0.0,benthopelagic,75.5,Particulate feeder,minor commercial,N,N,LC,17.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
523,Polydactylus oligodon,Littlescale threadfin,Perciformes,Polynemidae,3.7,1.0,1.0,1.0,3.0,demersal,,,minor commercial,N,N,LC,27.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",1,1,1,1,1,1,1,0,0
524,Polydactylus virginicus,Barbu,Perciformes,Polynemidae,3.7,0.0,13.0,0.0,0.0,demersal,27.5,Benthic foraging,minor commercial,N,N,LC,22.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
525,Pomatomus saltatrix,Bluefish,Perciformes,Pomatomidae,4.5,0.0,2.0,0.0,0.0,pelagic-oceanic,100.0,Active predation,highly commercial,N,Y,VU,63.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
526,Rachycentron canadum,Cobia,Perciformes,Rachycentridae,4.0,0.0,1.0,0.0,0.0,reef-associated,600.0,Active predation,minor commercial,Y,Y,LC,44.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
527,Rhinoptera bonasus,Cownose ray,Myliobatiformes,Myliobatidae,3.2,0.0,1.0,0.0,0.0,benthopelagic,11.0,Benthic foraging,minor commercial,N,N,NT,63.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
528,Scomberomorus brasiliensis,Serra Spanish mackerel,Perciformes,Scombridae,3.3,0.0,1.0,0.0,0.0,reef-associated,,Particulate feeder,commercial,N,Y,LC,67.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
529,Selene setapinnis,Atlantic moonfish,Perciformes,Carangidae,3.7,0.0,1.0,0.0,0.0,benthopelagic,27.5,Particulate feeder,highly commercial,N,N,LC,27.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",0,0,0,0,0,0,0,0,0
530,Selene vomer,Lookdown,Perciformes,Carangidae,4.3,1.0,2.0,0.5,1.0,demersal,27.0,Benthic foraging,minor commercial,N,Y,LC,32.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",1,1,1,1,1,0,0,0,0
531,Sphyrna tiburo,Bonnethead,Carcharhiniformes,Sphyrnidae,3.9,2.0,2.0,1.0,9.0,reef-associated,45.0,Benthic foraging,commercial,N,N,LC,50.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",2,2,1,2,1,2,1,1,1
532,Trichiurus lepturus,Largehead hairtail,Perciformes,Trichiuridae,4.4,1.0,5.0,0.2,0.2,benthopelagic,294.5,Active predation,highly commercial,N,Y,LC,57.0,GUIA,July 2015-August 2016,2018,Pegado et al. 2018,Y,2,estuarine,bottom trawls,bycatch,FTIR,open-air lab control,yes,"(Timestamp('2015-07-01 00:00:00'), Timestamp('2016-08-01 00:00:00'))",1,1,1,0,0,0,0,0,0
533,Solea solea,Common sole,Pleuronectiformes,Soleidae,3.2,506.0,533.0,0.94934334,8.566604128,demersal,35.0,Benthic foraging,highly commercial,Y,Y,DD,36.0,MEDI,November 2014-December 2015,2018,Pellini et al. 2018,Y,3,marine,rapido trawl,plastic study,FTIR,not described,yes,"(Timestamp('2014-11-01 00:00:00'), Timestamp('2015-12-01 00:00:00'))",2,2,1,2,1,2,1,1,1
534,Chaetodipterus faber,Atlantic spadefish,Perciformes,Ephippidae,4.5,48.0,103.0,0.466019417,1.38,reef-associated,12.5,Benthic foraging,minor commercial,Y,Y,LC,49.0,CARB,Sept 2014-Sept 2015,2017,Peters et al. 2017,Y,2,estuarine,hook-and-line,plastic study,none,open-air lab control,yes,"(Timestamp('2014-09-01 00:00:00'), Timestamp('2015-09-01 00:00:00'))",1,1,1,1,1,1,1,0,0
535,Cynoscion arenarius,Sand trout,Perciformes,Sciaenidae,4.2,60.0,139.0,0.431654676,0.79,demersal,,Active predation,commercial,N,N,LC,36.0,CARB,Sept 2014-Sept 2015,2017,Peters et al. 2017,Y,2,estuarine,hook-and-line,plastic study,none,open-air lab control,yes,"(Timestamp('2014-09-01 00:00:00'), Timestamp('2015-09-01 00:00:00'))",1,1,1,1,1,0,0,0,0
536,Lagodon rhomboides,Pinfish,Perciformes,Sparidae,4.4,209.0,449.0,0.465478842,0.96,demersal,,Benthic foraging,minor commercial,N,Y,LC,34.0,CARB,Sept 2014-Sept 2015,2017,Peters et al. 2017,Y,2,estuarine,hook-and-line,plastic study,none,open-air lab control,yes,"(Timestamp('2014-09-01 00:00:00'), Timestamp('2015-09-01 00:00:00'))",1,1,1,1,1,0,0,0,0
537,Menticirrhus americanus,Southern kingcroaker,Perciformes,Sciaenidae,3.5,53.0,150.0,0.353333333,,demersal,20.0,Benthic foraging,commercial,N,Y,LC,38.0,CARB,Sept 2014-Sept 2015,2017,Peters et al. 2017,Y,2,estuarine,hook-and-line,plastic study,none,open-air lab control,yes,"(Timestamp('2014-09-01 00:00:00'), Timestamp('2015-09-01 00:00:00'))",2,2,2,2,2,2,2,2,2
538,Micropogonias undulatus,Atlantic croaker,Perciformes,Sciaenidae,4.0,173.0,383.0,0.451697128,0.87,demersal,50.0,Particulate feeder,commercial,experimental,Y,LC,34.0,CARB,Sept 2014-Sept 2015,2017,Peters et al. 2017,Y,2,estuarine,hook-and-line,plastic study,none,open-air lab control,yes,"(Timestamp('2014-09-01 00:00:00'), Timestamp('2015-09-01 00:00:00'))",1,1,1,1,1,0,0,0,0
539,Orthopristis chrysoptera,Grunt,Perciformes,Haemulidae,3.4,42.0,157.0,0.267515924,0.54,demersal,,Benthic foraging,minor commercial,N,N,LC,51.0,CARB,Sept 2014-Sept 2015,2017,Peters et al. 2017,Y,2,estuarine,hook-and-line,plastic study,none,open-air lab control,yes,"(Timestamp('2014-09-01 00:00:00'), Timestamp('2015-09-01 00:00:00'))",1,1,1,1,1,0,0,0,0
540,Lutjanus campechanus,Red snapper,Perciformes,Lutjanidae,3.9,,2.0,,,reef-associated,80.0,Benthic foraging,commercial,N,Y,VU,55.0,CARB,September 2013-January 2014,2015,Phillips and Bonner 2015,Y,2,estuarine,hook-and-line,recreational fishing,FTIR,open-air lab control,yes,"(Timestamp('2013-09-01 00:00:00'), Timestamp('2014-01-01 00:00:00'))",2,2,2,2,2,2,2,2,2
541,Lutjanus griseus,Mangrove snapper,Perciformes,Lutjanidae,4.2,,5.0,,,reef-associated,93.0,Benthic foraging,commercial,N,Y,LC,40.0,CARB,September 2013-January 2014,2015,Phillips and Bonner 2015,Y,2,estuarine,hook-and-line,recreational fishing,FTIR,open-air lab control,yes,"(Timestamp('2013-09-01 00:00:00'), Timestamp('2014-01-01 00:00:00'))",2,2,2,2,2,2,2,2,2
542,Lagodon rhomboides,Pinfish,Perciformes,Sparidae,4.4,,48.0,,,demersal,,Benthic foraging,minor commercial,N,Y,LC,34.0,CARB,September 2013-January 2014,2015,Phillips and Bonner 2015,Y,2,estuarine,hook-and-line,recreational fishing,FTIR,open-air lab control,yes,"(Timestamp('2013-09-01 00:00:00'), Timestamp('2014-01-01 00:00:00'))",2,2,2,2,2,2,2,2,2
543,Pogonias cromis,Black drum,Perciformes,Sciaenidae,3.4,0.0,1.0,0.0,0.0,demersal,,Benthic foraging,commercial,N,Y,LC,60.0,CARB,September 2013-January 2014,2015,Phillips and Bonner 2015,Y,2,estuarine,hook-and-line,recreational fishing,FTIR,open-air lab control,yes,"(Timestamp('2013-09-01 00:00:00'), Timestamp('2014-01-01 00:00:00'))",0,0,0,0,0,0,0,0,0
544,Micropogonias undulatus,Atlantic croaker,Perciformes,Sciaenidae,4.0,0.0,1.0,0.0,0.0,demersal,,Benthic foraging,commercial,experimental,Y,LC,34.0,CARB,September 2013-January 2014,2015,Phillips and Bonner 2015,Y,2,estuarine,hook-and-line,recreational fishing,FTIR,open-air lab control,yes,"(Timestamp('2013-09-01 00:00:00'), Timestamp('2014-01-01 00:00:00'))",0,0,0,0,0,0,0,0,0
545,Sciaenops ocellatus,Redfish,Perciformes,Sciaenidae,3.7,,28.0,,,demersal,,Particulate feeder,minor commercial,Y,Y,LC,43.0,CARB,September 2013-January 2014,2015,Phillips and Bonner 2015,Y,2,estuarine,hook-and-line,recreational fishing,FTIR,open-air lab control,yes,"(Timestamp('2013-09-01 00:00:00'), Timestamp('2014-01-01 00:00:00'))",2,2,2,2,2,2,2,2,2
